year,licencersn,licencenumber,licencerevisionnumber,businessname,businesstradename,status,issueddate,expireddate,businesstype,businesssubtype,unit,unittype,house,street,city,province,country,postalcode,localarea,numberofemployees,feepaid,extractdate,geom,geo_point_2d,formatted_tradename
23,4176771,23-148910,00,Battista Restaurant Corp,McDonalds Restaurant,Issued,2022-11-24T18:09:17+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,830,SW MARINE DRIVE,Vancouver,BC,CA,V6P 5Y8,Marpole,60,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.125497419601, 49.2061564856679], ""type"": ""Point""}","49.2061564856679, -123.125497419601",mcdonalds
23,4176785,23-148924,00,EJK Investments Ltd,Tim Hortons,Issued,2022-11-25T02:38:35+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,2899,E 12TH AV,Vancouver,BC,CA,V5M 4T5,Renfrew-Collingwood,30,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.045123233964, 49.2595011682602], ""type"": ""Point""}","49.2595011682602, -123.045123233964",tim_hortons
23,4176877,23-149016,00,RCND Restaurants Co Ltd,Tim Hortons,Issued,2022-11-23T19:23:14+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,487,INTERURBAN WAY,Vancouver,BC,CA,V5X 0C5,Marpole,25,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.11615563155, 49.209694841611], ""type"": ""Point""}","49.209694841611, -123.11615563155",tim_hortons
23,4156487,23-128631,00,0863865 BC Ltd,Tim Hortons,Issued,2022-12-13T19:04:03+00:00,2023-12-31,Ltd Service Food Establishment,NA,107,Unit,505,BURRARD ST,Vancouver,BC,CA,V7X 1M3,Downtown,6,616,2023-08-20T07:09:41+00:00,"{""coordinates"": [-123.118959746657, 49.2865570713147], ""type"": ""Point""}","49.2865570713147, -123.118959746657",tim_hortons
23,4156657,23-128801,00,0829882 BC Ltd,Tim Horton's,Issued,2023-02-23T20:53:45+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,818,W 6TH AV,Vancouver,BC,CA,V5Z 1A6,Fairview,15,1323,2023-08-20T07:09:41+00:00,"{""coordinates"": [-123.122196400199, 49.2656754688009], ""type"": ""Point""}","49.2656754688009, -123.122196400199",tim_hortons
23,4156676,23-128820,00,JKM Ventures Ltd,Tim Hortons #7343,Issued,2022-11-25T02:36:42+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,195,TERMINAL AV,Vancouver,BC,CA,V6A 4G3,Downtown,10,616,2023-08-20T07:09:41+00:00,"{""coordinates"": [-123.100606913172, 49.2731779045144], ""type"": ""Point""}","49.2731779045144, -123.100606913172",tim_hortons
23,4156839,23-128983,00,1188175 BC Limited,Tim Hortons,Issued,2023-02-14T21:51:40+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,1205,BURRARD ST,Vancouver,BC,CA,V6Z 1Z5,West End,12,678,2023-08-20T07:09:41+00:00,"{""coordinates"": [-123.129812453733, 49.2791047496562], ""type"": ""Point""}","49.2791047496562, -123.129812453733",tim_hortons
23,4156909,23-129053,00,JJ Bean Inc,JJ Bean Coffee Roaster,Issued,2022-12-13T22:31:29+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,2904,W BROADWAY,Vancouver,BC,CA,V6K 2G8,NA,8,616,2023-08-20T07:09:41+00:00,"{""coordinates"": [-123.170800252596, 49.2638482274214], ""type"": ""Point""}","49.2638482274214, -123.170800252596",jj_bean
23,4156035,23-128179,00,Arivle Enterprises Ltd,Tim Horton's,Issued,2022-12-29T20:25:46+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,3502,E HASTINGS ST,Vancouver,BC,CA,V5K 2A7,Hastings-Sunrise,8,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.027769993722, 49.2808646770353], ""type"": ""Point""}","49.2808646770353, -123.027769993722",tim_hortons
23,4156088,23-128232,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:50:26+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,6544,FRASER ST,Vancouver,BC,CA,V5X 3T3,Sunset,0,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.090402354755, 49.2250853468063], ""type"": ""Point""}","49.2250853468063, -123.090402354755",starbucks
23,4156089,23-128233,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:51:17+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,888,W 28TH AV,Vancouver,BC,CA,V6H 3N1,South Cambie,0,675,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.123822766676, 49.2445543458304], ""type"": ""Point""}","49.2445543458304, -123.123822766676",starbucks
23,4156090,23-128234,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:52:07+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,3190,MACDONALD ST,Vancouver,BC,CA,V6K 4W7,Kitsilano,0,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.168015709819, 49.2580006988541], ""type"": ""Point""}","49.2580006988541, -123.168015709819",starbucks
23,4156092,23-128236,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:54:07+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,5504,CAMBIE ST,Vancouver,BC,CA,V5Z 3A2,Riley Park,0,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.115559823771, 49.2351815241257], ""type"": ""Point""}","49.2351815241257, -123.115559823771",starbucks
23,4156093,23-128237,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:55:00+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,2685,E 49TH AV,Vancouver,BC,CA,V5S 1J9,Victoria-Fraserview,0,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.053849078656, 49.2253858085065], ""type"": ""Point""}","49.2253858085065, -123.053849078656",starbucks
23,4156128,23-128272,00,Y&Q International Coffee Holdings Co Ltd,Blenz Coffee,Issued,2022-12-10T12:31:09+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,232,HOWE ST,Vancouver,BC,CA,V6C 3R9,Downtown,8,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.113252488858, 49.2866526135765], ""type"": ""Point""}","49.2866526135765, -123.113252488858",blenz
23,4240279,23-197894,00,KJM Ventures Ltd,Tim Hortons,Issued,2023-03-07T23:40:23+00:00,2023-12-31,Ltd Service Food Establishment,NA,2,Unit,590,BEATTY ST,Vancouver,BC,CA,V6B 2L3,Downtown,15,627,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.110036853872, 49.2798372155128], ""type"": ""Point""}","49.2798372155128, -123.110036853872",tim_hortons
23,4240376,23-197990,00,Canada Pacific Nameco Ltd,Blenz Coffee Shop,Issued,2023-03-07T00:53:11+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,4198,MAIN ST,Vancouver,BC,CA,V5V 3P7,Riley Park,7,171,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.100746404716, 49.2477160475194], ""type"": ""Point""}","49.2477160475194, -123.100746404716",blenz
23,4156593,23-128737,00,Sipgal Coffee Ltd,Blenz Coffee,Issued,2022-11-23T22:18:09+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,1120,E 7TH AV,Vancouver,BC,CA,V5T 4V5,Mount Pleasant,5,616,2023-08-20T07:09:41+00:00,"{""coordinates"": [-123.08035953817, 49.2633030903104], ""type"": ""Point""}","49.2633030903104, -123.08035953817",blenz
23,4176922,23-149061,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T18:25:55+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,260,E BROADWAY,Vancouver,BC,CA,V5T 4V6,Mount Pleasant,20,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.099789321428, 49.2624228020105], ""type"": ""Point""}","49.2624228020105, -123.099789321428",starbucks
23,4176963,23-149102,00,1175919 BC Ltd,Blenz Main Street,Issued,2023-01-03T17:59:12+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,4198,MAIN ST,Vancouver,BC,CA,V5V 3P7,Riley Park,4,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.100746404716, 49.2477160475194], ""type"": ""Point""}","49.2477160475194, -123.100746404716",blenz
23,4177001,23-149140,00,1212211 BC Ltd,Blenz Coffee Fairview,Issued,2022-12-11T14:38:11+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,695,W BROADWAY,Vancouver,BC,CA,V5Z 1G6,Fairview,10,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.119632611875, 49.263580469998], ""type"": ""Point""}","49.263580469998, -123.119632611875",blenz
23,4177066,23-149205,00,JJM Enterprises Ltd,Tim Hortons,Issued,2022-11-25T02:53:54+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,889,GREAT NORTHERN WAY,Vancouver,BC,CA,V5T 1E1,NA,15,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.084369126086, 49.266417519696], ""type"": ""Point""}","49.266417519696, -123.084369126086",tim_hortons
23,4177240,23-149379,00,1310761 BC Ltd,Blenz Coffee Davie,Issued,2023-03-21T22:08:00+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,1203,DAVIE ST,Vancouver,BC,CA,V6E 1N4,West End,5,980,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.133884220028, 49.2824747174825], ""type"": ""Point""}","49.2824747174825, -123.133884220028",blenz
23,4175806,23-147945,00,McDonald's Restaurants Of Canada Ltd,McDonalds,Issued,2023-02-06T22:24:51+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,1527,Main St,Vancouver,BC,CA,V6A2W5,Mount Pleasant,145,980,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.100991872642, 49.2719495451099], ""type"": ""Point""}","49.2719495451099, -123.100991872642",mcdonalds
23,4175810,23-147949,00,McDonalds Restaurants of Canada Ltd,McDonalds,Issued,2023-02-07T01:34:05+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,2021,Kingsway,Vancouver,BC,CA,V5N 2T2,Kensington-Cedar Cottage,115,980,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.064142310477, 49.245128487238], ""type"": ""Point""}","49.245128487238, -123.064142310477",mcdonalds
23,4175852,23-147991,00,KMF Holdings Ltd,Tim Horton's,Issued,2022-12-13T19:35:10+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,R024,Unit,200,BURRARD ST,Vancouver,BC,CA,V6C 3L6,Downtown,24,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.114160847462, 49.2872691122216], ""type"": ""Point""}","49.2872691122216, -123.114160847462",tim_hortons
23,4175876,23-148015,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:21:01+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,1195,Mainland St,Vancouver,BC,CA,V6B 5P2,Downtown,0,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.122261195382, 49.2748319344181], ""type"": ""Point""}","49.2748319344181, -123.122261195382",starbucks
23,4175878,23-148017,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:23:17+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,1099,ROBSON ST,Vancouver,BC,CA,V6E 1A9,West End,0,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.124166428666, 49.2845320607515], ""type"": ""Point""}","49.2845320607515, -123.124166428666",starbucks
23,4175879,23-148018,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:24:02+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,199,Water St,Vancouver,BC,CA,V6B 1A7,Downtown,0,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.10852879482, 49.284492827329], ""type"": ""Point""}","49.284492827329, -123.10852879482",starbucks
23,4175881,23-148020,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:25:37+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,720,Granville St,Vancouver,BC,CA,V6Z 1E4,Downtown,0,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.117897724969, 49.2818316993831], ""type"": ""Point""}","49.2818316993831, -123.117897724969",starbucks
23,4175892,23-148031,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T18:23:18+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,7010,KERR ST,Vancouver,BC,CA,V5S 4W2,Killarney,0,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.040183228366, 49.2190880619162], ""type"": ""Point""}","49.2190880619162, -123.040183228366",starbucks
23,4175894,23-148033,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T18:25:10+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,785,DENMAN ST,Vancouver,BC,CA,V6G 2L6,West End,14,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.135452700524, 49.2918436174574], ""type"": ""Point""}","49.2918436174574, -123.135452700524",starbucks
23,4175905,23-148044,00,Bates Restaurants Ltd,McDonalds Restaurant #1191,Issued,2022-11-30T23:14:46+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,3695,LOUGHEED HIGHWAY,Vancouver,BC,CA,V5M 2A6,Hastings-Sunrise,0,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.024243561121, 49.265835643999], ""type"": ""Point""}","49.265835643999, -123.024243561121",mcdonalds
23,4176076,23-148215,00,Kailau Enterprises Ltd,Tim Horton's,Issued,2022-12-13T18:58:15+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,607,Dunsmuir St,Vancouver,BC,CA,V6B 1Y7,Downtown,20,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.115277310954, 49.283419005557], ""type"": ""Point""}","49.283419005557, -123.115277310954",tim_hortons
23,4176118,23-148257,00,Kailau Enterprises Ltd,Tim Horton's,Issued,2022-12-13T19:13:54+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,947,HORNBY ST,Vancouver,BC,CA,V6Z 1V3,Downtown,18,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.124269959266, 49.2816881424577], ""type"": ""Point""}","49.2816881424577, -123.124269959266",tim_hortons
23,4176183,23-148322,00,0827550 BC Ltd,Blenz Commercial,Issued,2022-12-15T00:06:08+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,2470,COMMERCIAL DRIVE,Vancouver,BC,CA,V5N 4B9,Grandview-Woodland,6,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.069116479595, 49.2626233900861], ""type"": ""Point""}","49.2626233900861, -123.069116479595",blenz
23,4176199,23-148338,00,Caterina Restaurant Corp,McDonalds,Issued,2022-12-20T22:50:13+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,160,SW MARINE DRIVE,Vancouver,BC,CA,V5X 2R1,Marpole,102,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.109436516122, 49.2118005076154], ""type"": ""Point""}","49.2118005076154, -123.109436516122",mcdonalds
23,4176298,23-148437,00,Bates Restaurants Ltd,McDonalds Restaurants,Issued,2022-11-30T23:20:30+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,1701,ROBSON ST,Vancouver,BC,CA,V6G 1C9,West End,50,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.133820961943, 49.2908144839089], ""type"": ""Point""}","49.2908144839089, -123.133820961943",mcdonalds
23,4176364,23-148503,00,Starbucks Coffee Canada Inc,Starbucks Coffee #18376,Issued,2023-01-13T18:50:03+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,8201,ONTARIO ST,Vancouver,BC,CA,V5X 0A7,Marpole,15,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.107442608386, 49.2108943771512], ""type"": ""Point""}","49.2108943771512, -123.107442608386",starbucks
23,4176455,23-148594,00,Bates Restaurants Ltd,McDonalds Restaurants,Issued,2022-11-30T23:25:05+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,275,ROBSON ST,Vancouver,BC,CA,V6B 0E7,Downtown,50,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.114572880139, 49.2790694578082], ""type"": ""Point""}","49.2790694578082, -123.114572880139",mcdonalds
23,4176508,23-148647,00,Thakkar Hospitality BC - LM Inc,Tim Hortons #5763,Issued,2023-01-11T11:57:50+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,1299,ROBSON ST,Vancouver,BC,CA,V6E 1C2,West End,29,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.127427348099, 49.2872919175861], ""type"": ""Point""}","49.2872919175861, -123.127427348099",tim_hortons
23,4176519,23-148658,00,OKF Holdings Ltd,Tim Hortons,Issued,2022-12-13T19:58:36+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,490,HORNBY ST,Vancouver,BC,CA,NA,Downtown,30,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.116346328115, 49.2859611485309], ""type"": ""Point""}","49.2859611485309, -123.116346328115",tim_hortons
23,4176534,23-148673,00,JJ Bean Inc,JJ Bean Coffee Roaster,Issued,2022-12-13T21:47:21+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,3399,CAMBIE ST,Vancouver,BC,CA,V5Z 2W6,South Cambie,12,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.115496942466, 49.2551890860196], ""type"": ""Point""}","49.2551890860196, -123.115496942466",jj_bean
23,4176575,23-148714,00,Thakkar Hospitality BC - LM Inc,Tim Hortons 5517,Issued,2023-01-11T11:55:30+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,2225,W 41ST AV,Vancouver,BC,CA,V6M 2A3,Arbutus-Ridge,30,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.158090211808, 49.2348928490796], ""type"": ""Point""}","49.2348928490796, -123.158090211808",tim_hortons
23,4176652,23-148791,00,Caterina Restaurant Corp,McDonalds Restaurant,Issued,2022-12-20T22:40:51+00:00,2023-12-31,Restaurant Class 1,No Liquor Service,NA,NA,5661,VICTORIA DRIVE,Vancouver,BC,CA,V5P 3W2,Kensington-Cedar Cottage,45,891,2023-08-20T07:09:42+00:00,"{""coordinates"": [-123.066615874423, 49.2335472417929], ""type"": ""Point""}","49.2335472417929, -123.066615874423",mcdonalds
23,4156082,23-128226,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:45:06+00:00,2023-12-31,Ltd Service Food Establishment,NA,52,Unit,601,W Cordova St,Vancouver,BC,CA,V6B 1G1,Downtown,0,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.111518282345, 49.2855753024676], ""type"": ""Point""}","49.2855753024676, -123.111518282345",starbucks
23,4156083,23-128227,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:46:05+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,125,Davie St,Vancouver,BC,CA,V6Z 2Y1,Downtown,0,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.120283822192, 49.2739466252971], ""type"": ""Point""}","49.2739466252971, -123.120283822192",starbucks
23,4156084,23-128228,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:47:03+00:00,2023-12-31,Ltd Service Food Establishment,NA,102,Unit,1095,W Pender St,Vancouver,BC,CA,NA,Downtown,0,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.119720092905, 49.2876127777596], ""type"": ""Point""}","49.2876127777596, -123.119720092905",starbucks
23,4156086,23-128230,00,Starbucks Coffee Canada Inc,Starbucks Coffee,Issued,2023-01-13T22:48:41+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,2505,Granville St,Vancouver,BC,CA,V6H 3G7,Fairview,0,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.139192930852, 49.2632622680575], ""type"": ""Point""}","49.2632622680575, -123.139192930852",starbucks
23,4156099,23-128243,00,JJ Bean Inc,JJ Bean Coffee Roaster,Issued,2022-12-13T22:28:58+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,740,HAMILTON ST,Vancouver,BC,CA,V6B 2R5,Downtown,5,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.114572880139, 49.2790694578082], ""type"": ""Point""}","49.2790694578082, -123.114572880139",jj_bean
23,4156246,23-128390,00,RCND Restaurants Co Ltd,Tim Hortons Oak St,Issued,2022-11-23T19:05:12+00:00,2023-12-31,Ltd Service Food Establishment,NA,NA,NA,6525,OAK ST,Vancouver,BC,CA,V6P 3Z2,Oakridge,12,616,2023-08-20T07:09:40+00:00,"{""coordinates"": [-123.128789758176, 49.2263004294053], ""type"": ""Point""}","49.2263004294053, -123.128789758176",tim_hortons
